"","sex","company_size","geography_name","geography_id","year","weighted_median"
"2022","Mujer","De 5 a 10 personas","Cautín","p91",2013,192446.688209936
"2023","Mujer","De 5 a 10 personas","Cautín","p91",2014,229701.90335039
"2024","Mujer","De 5 a 10 personas","Cautín","p91",2015,260885.682830035
"2025","Mujer","De 5 a 10 personas","Chacabuco","p133",2010,181783.788519481
"2026","Mujer","De 5 a 10 personas","Chacabuco","p133",2011,152953.635809907
"2027","Mujer","De 5 a 10 personas","Chacabuco","p133",2012,302242.868788796
"2028","Mujer","De 5 a 10 personas","Chacabuco","p133",2013,146115.665695248
"2029","Mujer","De 5 a 10 personas","Chacabuco","p133",2014,301700.090304084
"2030","Mujer","De 5 a 10 personas","Chacabuco","p133",2015,241717.925471617
"2031","Mujer","De 5 a 10 personas","Chañaral","p32",2010,40000
"2032","Mujer","De 5 a 10 personas","Chañaral","p32",2011,123504.325922476
"2033","Mujer","De 5 a 10 personas","Chañaral","p32",2012,314834.578540904
"2034","Mujer","De 5 a 10 personas","Chañaral","p32",2013,282882.964301854
"2035","Mujer","De 5 a 10 personas","Chañaral","p32",2014,206175.203365941
"2036","Mujer","De 5 a 10 personas","Chañaral","p32",2015,220000
"2037","Mujer","De 5 a 10 personas","Chiloé","p102",2010,151614.217511897
"2038","Mujer","De 5 a 10 personas","Chiloé","p102",2011,180126.307153427
"2039","Mujer","De 5 a 10 personas","Chiloé","p102",2012,419825.440569099
"2040","Mujer","De 5 a 10 personas","Chiloé","p102",2013,180870.191685852
"2041","Mujer","De 5 a 10 personas","Chiloé","p102",2014,192843.24085886
"2042","Mujer","De 5 a 10 personas","Chiloé","p102",2015,240064.946779723
"2043","Mujer","De 5 a 10 personas","Choapa","p42",2010,233369.897420875
"2044","Mujer","De 5 a 10 personas","Choapa","p42",2011,395090.70539614
"2045","Mujer","De 5 a 10 personas","Choapa","p42",2012,291904.421238905
"2046","Mujer","De 5 a 10 personas","Choapa","p42",2013,174406.319859082
"2047","Mujer","De 5 a 10 personas","Choapa","p42",2014,230041.047748844
"2048","Mujer","De 5 a 10 personas","Choapa","p42",2015,276830.962721549
"2049","Mujer","De 5 a 10 personas","Colchagua","p63",2010,171952.971269866
"2050","Mujer","De 5 a 10 personas","Colchagua","p63",2011,185427.530381153
"2051","Mujer","De 5 a 10 personas","Colchagua","p63",2012,245043.966588827
"2052","Mujer","De 5 a 10 personas","Colchagua","p63",2013,196376.019038271
"2053","Mujer","De 5 a 10 personas","Colchagua","p63",2014,324403.379145111
"2054","Mujer","De 5 a 10 personas","Colchagua","p63",2015,300050.125594116
"2055","Mujer","De 5 a 10 personas","Concepción","p81",2010,164705.924239337
"2056","Mujer","De 5 a 10 personas","Concepción","p81",2011,184956.719131657
"2057","Mujer","De 5 a 10 personas","Concepción","p81",2012,200915.363650452
"2058","Mujer","De 5 a 10 personas","Concepción","p81",2013,219063.466967107
"2059","Mujer","De 5 a 10 personas","Concepción","p81",2014,249976.511388189
"2060","Mujer","De 5 a 10 personas","Concepción","p81",2015,246950.335765728
"2061","Mujer","De 5 a 10 personas","Copiapó","p31",2010,400149.669767077
"2062","Mujer","De 5 a 10 personas","Copiapó","p31",2011,203327.900884452
"2063","Mujer","De 5 a 10 personas","Copiapó","p31",2012,233219.21955099
"2064","Mujer","De 5 a 10 personas","Copiapó","p31",2013,346392.912003162
"2065","Mujer","De 5 a 10 personas","Copiapó","p31",2014,248040.864696721
"2066","Mujer","De 5 a 10 personas","Copiapó","p31",2015,254387.905366278
"2067","Mujer","De 5 a 10 personas","Cordillera","p152",2010,203642.381176495
"2068","Mujer","De 5 a 10 personas","Cordillera","p152",2011,200415.024481837
"2069","Mujer","De 5 a 10 personas","Cordillera","p152",2012,192010.215887384
"2070","Mujer","De 5 a 10 personas","Cordillera","p152",2013,250000
"2071","Mujer","De 5 a 10 personas","Cordillera","p152",2014,293939.010300703
"2072","Mujer","De 5 a 10 personas","Cordillera","p152",2015,275537.380121615
"2073","Mujer","De 5 a 10 personas","Coyhaique","p111",2010,219964.9125316
"2074","Mujer","De 5 a 10 personas","Coyhaique","p111",2011,210226.47248222
"2075","Mujer","De 5 a 10 personas","Coyhaique","p111",2012,289238.27081147
"2076","Mujer","De 5 a 10 personas","Coyhaique","p111",2013,200000
"2077","Mujer","De 5 a 10 personas","Coyhaique","p111",2014,319109.519355401
"2078","Mujer","De 5 a 10 personas","Coyhaique","p111",2015,269144.868274481
"2079","Mujer","De 5 a 10 personas","Curicó","p73",2010,171914.14490139
"2080","Mujer","De 5 a 10 personas","Curicó","p73",2011,196062.05757651
"2081","Mujer","De 5 a 10 personas","Curicó","p73",2012,193000
"2082","Mujer","De 5 a 10 personas","Curicó","p73",2013,225025.744142679
"2083","Mujer","De 5 a 10 personas","Curicó","p73",2014,306043.794190303
"2084","Mujer","De 5 a 10 personas","Curicó","p73",2015,400801.051012324
"2085","Mujer","De 5 a 10 personas","El Loa","p22",2010,165358.780318008
"2086","Mujer","De 5 a 10 personas","El Loa","p22",2011,200923.123550107
"2087","Mujer","De 5 a 10 personas","El Loa","p22",2012,208476.072403091
"2088","Mujer","De 5 a 10 personas","El Loa","p22",2013,488019.584226569
"2089","Mujer","De 5 a 10 personas","El Loa","p22",2014,473886.023060529
"2090","Mujer","De 5 a 10 personas","El Loa","p22",2015,450035.758930694
"2091","Mujer","De 5 a 10 personas","Elqui","p41",2010,251737.984112907
"2092","Mujer","De 5 a 10 personas","Elqui","p41",2011,199360.722008085
"2093","Mujer","De 5 a 10 personas","Elqui","p41",2012,231055.407062793
"2094","Mujer","De 5 a 10 personas","Elqui","p41",2013,236105.017083258
"2095","Mujer","De 5 a 10 personas","Elqui","p41",2014,300000
